"username"	"date"	"retweets"	"favorites"	"text"	"geo"	"mentions"	"hashtags"	"id"	"permalink"
"amitabhnigam"	"2016-12-20 12:11"	0	1	"#DeMonetisation DEMONETISATION= ESTIMATED ONION, anagrammatically....bahut rulaya :)"	""	""	"#DeMonetisation"	"811099105086861312"	"https://twitter.com/amitabhnigam/status/811099105086861312"
"GreatSnakes"	"2016-12-20 11:52"	0	0	"All we needed was 4000. :) #DeMonetisation https://twitter.com/timesofindia/status/811086510493532161 …"	""	""	"#DeMonetisation"	"811094437044494337"	"https://twitter.com/GreatSnakes/status/811094437044494337"
"Jkhirolkar"	"2016-12-20 11:28"	0	2	"Something good coming out of #DeMonetisation!! Govt May Raise Income Tax Exemption Limit :) ... http://www.news18.com/news/business/post-demonetisation-govt-may-raise-income-tax-exemption-limit-1324957.html …"	""	""	"#DeMonetisation"	"811088249217253376"	"https://twitter.com/Jkhirolkar/status/811088249217253376"
"bLazyThinkCrazy"	"2016-12-20 11:18"	0	0	"kya mast logo ko advance mein bta ke #DeMonetisation karte hain pak wale :D https://twitter.com/timesofindia/status/811076505379827712 …"	""	""	"#DeMonetisation"	"811085771062947840"	"https://twitter.com/bLazyThinkCrazy/status/811085771062947840"
"nayanchandra"	"2016-12-20 11:13"	0	0	"https://twitter.com/ANI_news/status/811080859667177473 ….. #DeMonetisation Side Effect .. :) @TajinderBagga ."	""	"@TajinderBagga"	"#DeMonetisation"	"811084496196009984"	"https://twitter.com/nayanchandra/status/811084496196009984"
"Twitvention"	"2016-12-20 11:08"	0	1	"Can't believe this top read has come out of the Scroll stable. Who's India is it anyway :) #DeMonetisation http://ln.is/scroll.in/article/82/CfDeO …"	""	""	"#DeMonetisation"	"811083208385298432"	"https://twitter.com/Twitvention/status/811083208385298432"
"lalitsurana"	"2016-12-20 10:56"	0	0	"Is This Good Past (Before 30.12.2016) #DeMonetisation And #5000limit ? Please RT For Better Results... :)"	""	""	"#DeMonetisation #5000limit"	"811080215996743680"	"https://twitter.com/lalitsurana/status/811080215996743680"
"tanushree601"	"2016-12-20 10:52"	0	0	"@kaul_vivek #DeMonetisation ke din, yaani paisa vasooli ke din :)"	""	"@kaul_vivek"	"#DeMonetisation"	"811079269996580864"	"https://twitter.com/tanushree601/status/811079269996580864"
"geoneld"	"2016-12-20 10:46"	0	0	"#Demonetization has brought the ration shop upon us once again. :D"	""	""	"#Demonetization"	"811077818121490432"	"https://twitter.com/geoneld/status/811077818121490432"
"navneethsundar"	"2016-12-20 09:36"	0	1	"Great News :) #DeMonetisation @PMOIndiahttp://www.livemint.com/Politics/p9VrQTy6jY4Cs4H6CqpbZO/Note-ban-breaks-the-backbone-of-Rs20-trillion-trafficking-in.html …"	""	"@PMOIndiahttp"	"#DeMonetisation"	"811060232700891136"	"https://twitter.com/navneethsundar/status/811060232700891136"
"FunDooBreak"	"2016-12-20 09:14"	0	0	"#DeMonetization effect, stood for 1 1/2 days to get 300s :-) , but it's worth it, proud of you my dear Karun Nair"	""	""	"#DeMonetization"	"811054726376587269"	"https://twitter.com/FunDooBreak/status/811054726376587269"
"saysatheesh"	"2016-12-20 08:52"	0	0	"@lakschumi I support #Demonetisation tag missing :)"	""	"@lakschumi"	"#Demonetisation"	"811049076389134336"	"https://twitter.com/saysatheesh/status/811049076389134336"
"Vidyut"	"2016-12-20 08:43"	8	10	"IDEA!!!! We need an e-food appeveryone can install and grow e-crops and eat till they are e-stuffed. #DeMonetisation problem solved :)"	""	""	"#DeMonetisation"	"811046897330700289"	"https://twitter.com/Vidyut/status/811046897330700289"
"Shahan_ambadi"	"2016-12-20 08:43"	0	0	"ഇതിപ്പോ ഒരു മാസത്തിനും കൂടുതൽ ആയില്ലേ.ഇപ്പഴും ATM തോറും കേറി ഇറങ്ങുന്നു.എവിടെയും ഇല്ല ക്യാഷ്. #DeMonetisation #DigitalTransformation :p"	""	""	"#DeMonetisation #DigitalTransformation"	"811046838744727552"	"https://twitter.com/Shahan_ambadi/status/811046838744727552"
"All_Gods_chldrn"	"2016-12-20 07:52"	0	0	"@akshaymore, #Demonitization, #demonetization, #5000limit ,Wait & Watch my Friend! This Guy, Modi has no half measures-:) Indian Eco. soars!"	""	"@akshaymore"	"#Demonitization #demonetization #5000limit"	"811033910293495808"	"https://twitter.com/All_Gods_chldrn/status/811033910293495808"
"nellaiseemai"	"2016-12-20 07:11"	0	0	"#RBI Probably Changes Rules More Frequently Than You Visit The #ATM :)) about #DeMonetisation and its aftermath @business @BloombergQuinthttps://twitter.com/BloombergQuint/status/810960402498498560 …"	""	"@business @BloombergQuinthttps"	"#RBI #ATM #DeMonetisation"	"811023681207971840"	"https://twitter.com/nellaiseemai/status/811023681207971840"
"All_Gods_chldrn"	"2016-12-20 06:22"	0	0	"#DeMonetisation, #Demonitization #cashchaos, #5000limit,TY PM for not listening to the Krugmans of the wrld who utterly failed us in 2008-:)"	""	""	"#DeMonetisation #Demonitization #cashchaos #5000limit"	"811011358242304002"	"https://twitter.com/All_Gods_chldrn/status/811011358242304002"
"All_Gods_chldrn"	"2016-12-20 05:30"	0	0	"#DeMonetisation, #Demonitization #cashchaos,#5000limit,True, @narendramodi is no Santa! IF u believe xtian story, no one is Jesus either-:)"	""	"@narendramodi"	"#DeMonetisation #Demonitization #cashchaos #5000limit"	"810998167273607168"	"https://twitter.com/All_Gods_chldrn/status/810998167273607168"
"tambrahmist"	"2016-12-21 23:47"	0	1	"@pratik_shah Haha twitter is the only one allowed. Need it for #DeMonetisation news. :P"	""	"@pratik_shah"	"#DeMonetisation"	"811636675465990144"	"https://twitter.com/tambrahmist/status/811636675465990144"
"anuragkumarlko"	"2016-12-21 23:10"	0	0	"#DeMonetisation gives a priceless opportunity to start conversation with hot ladies in banks : tried it four times so far :-)"	""	""	"#DeMonetisation"	"811627461217660928"	"https://twitter.com/anuragkumarlko/status/811627461217660928"
"reinventlife24"	"2016-12-21 22:55"	0	0	"against my 2k note bcoz apparently he dint have #Paytm or #POS was a sight to remember :D 2/2 #DeMonetisation"	""	""	"#Paytm #POS #DeMonetisation"	"811623760474292224"	"https://twitter.com/reinventlife24/status/811623760474292224"
"SAILsteel"	"2016-12-21 21:44"	5	11	"Do you have a #cashless story to tell? Come share it with us :) #IamSAIL #DeMonetisation @ChBirenderSingh @SteelMinIndiahttps://twitter.com/SPrahladan/status/811604983166668801 …"	""	"@ChBirenderSingh @SteelMinIndiahttps"	"#cashless #IamSAIL #DeMonetisation"	"811605687365206017"	"https://twitter.com/SAILsteel/status/811605687365206017"
"MituSamar"	"2016-12-21 21:38"	0	1	"Both witty n appropriate description of #DeMonetisation @talktosanjai :)https://twitter.com/talktosanjai/status/811584260482052096 …"	""	"@talktosanjai"	"#DeMonetisation"	"811604280897630212"	"https://twitter.com/MituSamar/status/811604280897630212"
"TheSNFD"	"2016-12-21 21:20"	0	1	"@sardesairajdeep @IndiaToday ha ha ha ... dosent it sound like my baby just started walking, dnt laugh if he fall :-) #DeMonetisation"	""	"@sardesairajdeep @IndiaToday"	"#DeMonetisation"	"811599807311548416"	"https://twitter.com/TheSNFD/status/811599807311548416"
"WithRitesh"	"2016-12-21 21:01"	0	0	"@RonBeaubien Ask people in #India after #DeMonetisation :) "	""	"@RonBeaubien"	"#India #DeMonetisation"	"811594931802292224"	"https://twitter.com/WithRitesh/status/811594931802292224"
"kspilani"	"2016-12-21 19:34"	0	0	"#Demonetization can't please everyone. Especially on twitter :)"	""	""	"#Demonetization"	"811573000533200896"	"https://twitter.com/kspilani/status/811573000533200896"
"ThatCanonDude"	"2016-12-21 19:05"	0	0	"Seems the government is following Agile development approach in #Demonetization but the output is worse than Waterfall approach :D"	""	""	"#Demonetization"	"811565737051463680"	"https://twitter.com/ThatCanonDude/status/811565737051463680"
"shivamkaushal24"	"2016-12-21 19:04"	0	0	"Wo log bahut khush kishmat the jo ishq ko kaaam samjhte the ... Humra kaam to ab note badalna ho gaya hai :p #FAIZ #DeMonetisation"	""	""	"#FAIZ #DeMonetisation"	"811565505584644096"	"https://twitter.com/shivamkaushal24/status/811565505584644096"
"Vidyut"	"2016-12-21 17:58"	2	2	"Like Modi disappeared from newspaper front pages after #DeMonetisation :p https://twitter.com/sidagarwal/status/811548641944944640 …"	""	""	"#DeMonetisation"	"811548795582328832"	"https://twitter.com/Vidyut/status/811548795582328832"
"Aakanksha_A_A"	"2016-12-21 17:50"	0	0	"Hey Bhagwan! #DeMonetisation :D :P https://twitter.com/MANJULtoons/status/811383188119519234 …"	""	""	"#DeMonetisation"	"811546967117479936"	"https://twitter.com/Aakanksha_A_A/status/811546967117479936"
"jamewils"	"2016-12-21 17:37"	9	10	"Sell this to Emperor as new spin for #DeMonetisation. He will definitely be impressed :P https://twitter.com/92165rahul/status/811542326350934016 …"	""	""	"#DeMonetisation"	"811543614325080064"	"https://twitter.com/jamewils/status/811543614325080064"
"rami_malik"	"2016-12-21 17:04"	0	0	"@mohitbhardwaj23 @KirtiAzadMP @arunjaitley @sherryontopp @Swamy39 Excitement of #DeMonetisation success :D"	""	"@mohitbhardwaj23 @KirtiAzadMP @arunjaitley @sherryontopp @Swamy39"	"#DeMonetisation"	"811535354847117313"	"https://twitter.com/rami_malik/status/811535354847117313"
"IamSharifur"	"2016-12-21 16:14"	0	0	"Still 9 days left Sahab ji ...:) #DeMonetisation https://twitter.com/ahmedpatel/status/811471284890529792 …"	""	""	"#DeMonetisation"	"811522801819521024"	"https://twitter.com/IamSharifur/status/811522801819521024"
"Tweets_CS"	"2016-12-21 15:27"	0	0	"#DeMonetisation too is a #surgicalstrike :-)https://twitter.com/captraman/status/811510134287405056 …"	""	""	"#DeMonetisation #surgicalstrike"	"811510782303170560"	"https://twitter.com/Tweets_CS/status/811510782303170560"
"aSmallVice"	"2016-12-21 15:22"	0	0	"RBI has become the new Dolores Umbridge! Everyday a new decree! :D #HarryPotter #Demonetisation http://www.livemint.com/Politics/zBGiIMobqaBMv9cDC26MdI/Rs5000-cash-deposit-limit-removed-for-KYC-compliant-account.html …"	""	""	"#HarryPotter #Demonetisation"	"811509623710621696"	"https://twitter.com/aSmallVice/status/811509623710621696"
"ankit_caeser"	"2016-12-21 15:01"	0	0	"this is d best one i have heard since #DeMonetisation .. Reserve bank of india becomes Reverse bank of India !! #demonetised :))"	""	""	"#DeMonetisation #demonetised"	"811504249188192256"	"https://twitter.com/ankit_caeser/status/811504249188192256"
"najam_saqib"	"2016-12-21 14:58"	0	0	"Black money holders (read common people), take note. Don't get confused, use your hands wisely. :D #DeMonetisation http://www.fakingnews.firstpost.com/india/first-2500-deposited-bank-left-hand-remaining-2500-right-hand-govt-new-5000-limit-rule-18682 …"	""	""	"#DeMonetisation"	"811503530984935424"	"https://twitter.com/najam_saqib/status/811503530984935424"
"HonestWordsOnly"	"2016-12-21 14:56"	0	0	"The speed in which @RBI is giving out updates with @arunjaitley ji, they could fail @Android or @io9 for that matter ! :-) #DeMonetisation !"	""	"@RBI @arunjaitley @Android @io9"	"#DeMonetisation"	"811503144819720193"	"https://twitter.com/HonestWordsOnly/status/811503144819720193"
"ranashu"	"2016-12-21 14:28"	0	0	"Govts should stop declaring villages cashless. No need. Villages r really going 'cashless' as villagers go jobless post #DeMonetisation :))"	""	""	"#DeMonetisation"	"811496067271245824"	"https://twitter.com/ranashu/status/811496067271245824"
"hemant8883"	"2016-12-21 13:26"	0	0	"@jhtrivedi #demonetization, #narendramodi, #arvindkejriwal Tweet Type karu Usse Pahele @RBI Ya @arunjaitley Koi Naya Rule La dete he :)"	""	"@jhtrivedi @RBI @arunjaitley"	"#demonetization #narendramodi #arvindkejriwal"	"811480442599682048"	"https://twitter.com/hemant8883/status/811480442599682048"
"thaver_mohamed"	"2016-12-21 13:21"	0	0	"About time bookies start accepting punts on the no of circulars that will be issued by RBI till this #DeMonetisation business is sorted :P"	""	""	"#DeMonetisation"	"811479233625255936"	"https://twitter.com/thaver_mohamed/status/811479233625255936"
"anuragkumarlko"	"2016-12-21 12:09"	0	0	"@sherineruth Yes due to the rush. Just like ATMs prior to #DeMonetisation no body even looked in their direction :-)"	""	"@sherineruth"	"#DeMonetisation"	"811461107726434304"	"https://twitter.com/anuragkumarlko/status/811461107726434304"
"kaustubh_agashe"	"2016-12-21 11:58"	11	22	"Before 8th Nov: Don't use phones at Petrol Pumps After 8th Nov: Pay at pumps using Paytm app on phone #Demonetisation is fire-proof?! :-)"	""	""	"#Demonetisation"	"811458226986201088"	"https://twitter.com/kaustubh_agashe/status/811458226986201088"
"basheerINC"	"2016-12-21 11:45"	0	0	"@braja_sinha @IndiaToday Since the #Demonetisation IT department has seized Rs3185 crore. Most of them belongs to BJP :p"	""	"@braja_sinha @IndiaToday"	"#Demonetisation"	"811455111453179904"	"https://twitter.com/basheerINC/status/811455111453179904"
"RajeshTheRF"	"2016-12-21 11:36"	0	0	"#Me (In Batman Tone): Tell Me, Do You Bleed? #Bhakts (In Vadivelu Tone): Nikkaama Poikitrukku! :D :P :D #Demonetization #TrueStory #RFpic.twitter.com/IasOnd7WoV"	""	""	"#Me #Bhakts #Demonetization #TrueStory #RFpic"	"811452828577386496"	"https://twitter.com/RajeshTheRF/status/811452828577386496"
"Rajeev_Sahu"	"2016-12-21 11:26"	1	2	"योजना आयोग के बाद मोदी जी ने नोटबंदी करके RBI का प्लास्टिक सर्जरी करके उसका 56 बना दिया :D #DeMonetisation pic.twitter.com/H51ahVoYvV"	""	""	"#DeMonetisation"	"811450258727145472"	"https://twitter.com/Rajeev_Sahu/status/811450258727145472"
"amartadi"	"2016-12-21 11:20"	1	0	"The limit will be removed, but where is the money in ATM's :) #DeMonetisation https://twitter.com/DeccanChronicle/status/811446962025152512 …"	""	""	"#DeMonetisation"	"811448740548517888"	"https://twitter.com/amartadi/status/811448740548517888"
"mathewscj07"	"2016-12-21 11:06"	0	1	"On your face , you Brits :) #brexit #DeMonetisation #IndiaDefeatsBlackMoney #proudtobeanindian #Manmohansinghhttp://timesofindia.indiatimes.com/india/for-the-first-time-in-nearly-150-years-indias-economy-surpasses-that-of-united-kingdom/articleshow/56064690.cms …"	""	""	"#brexit #DeMonetisation #IndiaDefeatsBlackMoney #proudtobeanindian #Manmohansinghhttp"	"811445106993545216"	"https://twitter.com/mathewscj07/status/811445106993545216"
"teenageee"	"2016-12-21 10:45"	0	0	"Post #DeMonetisation it's the bankers which are turning into villains than Govt/RBI :) https://twitter.com/invest_mutual/status/811411517820125184 …"	""	""	"#DeMonetisation"	"811440054795046912"	"https://twitter.com/teenageee/status/811440054795046912"
"nramesh001"	"2016-12-21 10:21"	0	0	"@ZeeNews @girikesavan but it is a show of solidarity with the aam aadmi (party) affected by #DeMonetisation :( :)"	""	"@ZeeNews @girikesavan"	"#DeMonetisation"	"811433846835023872"	"https://twitter.com/nramesh001/status/811433846835023872"
"vikingthakkar"	"2016-12-21 10:06"	0	2	"Changes in policy post #DeMonetisation tells me GoI is closely monitoring situation & improving GudMorny @laluprasadrjd Ji :) @EconomicTimes"	""	"@laluprasadrjd @EconomicTimes"	"#DeMonetisation"	"811429999211413504"	"https://twitter.com/vikingthakkar/status/811429999211413504"
"TONY_SDM"	"2016-12-21 10:05"	0	1	"you can't question Modi abt #DeMonetisation but yes you can question Saif abt his newborn baby name :) #MeraDeshBadalRahaHai #BhaktLogic"	""	""	"#DeMonetisation #MeraDeshBadalRahaHai #BhaktLogic"	"811429928948248576"	"https://twitter.com/TONY_SDM/status/811429928948248576"
"shuvankr"	"2016-12-21 09:16"	0	0	"Modi: Jaitley ne #DeMonetisation kiya, ek chata maarunga usse .. Jaitley : Woh kaunsi nayii baat hain mere liye :) https://twitter.com/varinder83brar/status/811255108801437697/photo/1pic.twitter.com/qnYb8vAGyo "	""	""	"#DeMonetisation"	"811417625037139968"	"https://twitter.com/shuvankr/status/811417625037139968"
"surinderxx"	"2016-12-21 09:11"	0	0	"Some of these are not really ∗required∗ like a 3g connection but still :) #DeMonetisation @asmita @nixxin pic.twitter.com/hcGlsaLdm4"	""	"@asmita @nixxin"	"#DeMonetisation"	"811416196591431680"	"https://twitter.com/surinderxx/status/811416196591431680"
"kaushikthallam"	"2016-12-21 08:59"	0	0	"Perfect example of #Oosarvelli changing words depends on situation & looks like real politician :p #Demonetisation https://goo.gl/EIwNhB pic.twitter.com/93VrN7FA62"	""	""	"#Oosarvelli #Demonetisation"	"811413271563513858"	"https://twitter.com/kaushikthallam/status/811413271563513858"
"Sunil_Kashmir"	"2016-12-21 08:33"	0	0	"This looks beautiful :) @narendramodi #DeMonetisation pic.twitter.com/d2dk1v90H0"	""	"@narendramodi"	"#DeMonetisation"	"811406697772171264"	"https://twitter.com/Sunil_Kashmir/status/811406697772171264"
"ranashu"	"2016-12-23 00:52"	0	1	"Koi lauta de mujhe beete huye din :)) pre #DeMonetisation days :))"	""	""	"#DeMonetisation"	"812015451861434368"	"https://twitter.com/ranashu/status/812015451861434368"
"vinodnarayan"	"2016-12-23 00:51"	0	1	"Modi says they did not change a comma or fullstop. that's a 'questionMark' trying to be straight :) #Modi #demonetization #ModiGovt"	""	""	"#Modi #demonetization #ModiGovt"	"812015193920192513"	"https://twitter.com/vinodnarayan/status/812015193920192513"
"chinmayicysun"	"2016-12-22 19:38"	0	0	"Mom's Are Cute!!!....... My Mom still excited about Punching keys on ATM, #Modi #Demonetisation made her go #Cashless. :D"	""	""	"#Modi #Demonetisation #Cashless"	"811936384336461825"	"https://twitter.com/chinmayicysun/status/811936384336461825"
"saurabhvadukia"	"2016-12-22 17:56"	0	0	"@chandru_ar This issue bigger than #DeMonetisation How can u not know this ?! :p"	""	"@chandru_ar"	"#DeMonetisation"	"811910704856862721"	"https://twitter.com/saurabhvadukia/status/811910704856862721"
"NoUllooBanoing"	"2016-12-22 17:53"	0	0	"#DeMonetisation has only increased corruption many folds @PMOIndia CC @AamAadmiParty We will fix-it @AAPPunjab2017 #60DaysToGo :)https://twitter.com/timesofindia/status/811909504774193152 …"	""	"@PMOIndia @AamAadmiParty @AAPPunjab2017"	"#DeMonetisation #60DaysToGo"	"811910082795487232"	"https://twitter.com/NoUllooBanoing/status/811910082795487232"
"i_amAzam"	"2016-12-22 17:38"	0	0	"RBI ka rule and Bhakton ka Chutiyapa , kabhi kam nhi hoga :D #DearModi #ClickTapGo #DroomHistory #DeMonetisation #cashless"	""	""	"#DearModi #ClickTapGo #DroomHistory #DeMonetisation #cashless"	"811906261520289792"	"https://twitter.com/i_amAzam/status/811906261520289792"
"NoUllooBanoing"	"2016-12-22 16:57"	1	0	"#DearModi is #MyDearestModi We Are All Screwed Now #DeMonetisation #MallyaAdaniAmbaniVadraSoniaISINawaaz :) CC @AamAadmiParty"	""	"@AamAadmiParty"	"#DearModi #MyDearestModi #DeMonetisation #MallyaAdaniAmbaniVadraSoniaISINawaaz"	"811895999522181120"	"https://twitter.com/NoUllooBanoing/status/811895999522181120"
"i_amAzam"	"2016-12-22 16:55"	0	0	"Dewa ki adaalat 5 baje start hoti ...Dewa #DeMonetisation ka koi result suna do ab :D #DearModi #Varanasi"	""	""	"#DeMonetisation #DearModi #Varanasi"	"811895482481938432"	"https://twitter.com/i_amAzam/status/811895482481938432"
"i_amAzam"	"2016-12-22 16:52"	1	0	"#DearModi rule pe rule rule pe rule , ye #DeMonetisation hai ya Sunny Deol ki film :D #Varanasi"	""	""	"#DearModi #DeMonetisation #Varanasi"	"811894723006767105"	"https://twitter.com/i_amAzam/status/811894723006767105"
"roopi08"	"2016-12-22 16:19"	0	0	"जरूरी सूचना - मोदीजी का एक छोटा सा विरोध आपको पाकिस्तान का नागरिक बना सकता है। जन हित में जारी :D #DeMonetisation #demonitisationdisaster"	""	""	"#DeMonetisation #demonitisationdisaster"	"811886256980303872"	"https://twitter.com/roopi08/status/811886256980303872"
"abhikm82"	"2016-12-22 14:23"	0	0	"#DeMonetisation Laluji calling PM: 'Twitter राजा' !!! That's the best line I've seen in feed :D"	""	""	"#DeMonetisation"	"811857193502785536"	"https://twitter.com/abhikm82/status/811857193502785536"
"olaprexa"	"2016-12-22 14:10"	0	0	"@dhaval241086 Probably #DeMonetisation effect :) @DilliDurAst"	""	"@dhaval241086 @DilliDurAst"	"#DeMonetisation"	"811853950890614784"	"https://twitter.com/olaprexa/status/811853950890614784"
"rami_malik"	"2016-12-22 13:28"	0	0	"Economist @laluprasadrjd says economy shattered due to #DeMonetisation :))"	""	"@laluprasadrjd"	"#DeMonetisation"	"811843395287130112"	"https://twitter.com/rami_malik/status/811843395287130112"
"AnkeshSaha"	"2016-12-22 13:00"	0	0	"First money withdrawal from ATM since first week of NOV. Never before felt so excited after withdrawing. :) #DeMonetisation pic.twitter.com/xaakJojbj0"	""	""	"#DeMonetisation"	"811836283001524224"	"https://twitter.com/AnkeshSaha/status/811836283001524224"
"Lavish"	"2016-12-22 12:17"	1	0	"Absolutely NO queues in private banks today, pre #Demonetisation level queues in SBI & other PSBs. The new normal of less cash is reality :)"	""	""	"#Demonetisation"	"811825427870269441"	"https://twitter.com/Lavish/status/811825427870269441"
"nadeemjafri"	"2016-12-22 11:56"	1	0	"I am not sure about #DeMonetisation but in such a rhetoric there is no one as good as him. I know this since over a decade now :). https://twitter.com/IndiaExplained/status/811819153711448064 …"	""	""	"#DeMonetisation"	"811820095093624832"	"https://twitter.com/nadeemjafri/status/811820095093624832"
"abhikhandelwal"	"2016-12-22 11:45"	0	0	"@saikatd Haha #Udaya us not prime factor... #DeMonetisation is bigger factor since people deposited old notes to clear their dues :)"	""	"@saikatd"	"#Udaya #DeMonetisation"	"811817468427694080"	"https://twitter.com/abhikhandelwal/status/811817468427694080"
"calamur"	"2016-12-22 11:32"	1	0	"4 hours left ... vote now :) #poll #DeMonetisation https://twitter.com/calamur/status/811150535092879360 …"	""	""	"#poll #DeMonetisation"	"811814200393666561"	"https://twitter.com/calamur/status/811814200393666561"
"c0mrade22"	"2016-12-22 11:08"	0	0	"#demonetisation Fire under ass but, still acting normal. Lol If u knw what I mean :P"	""	""	"#demonetisation"	"811808062461747200"	"https://twitter.com/c0mrade22/status/811808062461747200"
"SankhaneelB"	"2016-12-22 10:54"	0	0	"#DeMonetization Fearing defamation, BJP's learned @rsprasad has started using THEY instead of Congress & cites Rahul's Personal case. :)"	""	"@rsprasad"	"#DeMonetization"	"811804706989309952"	"https://twitter.com/SankhaneelB/status/811804706989309952"
"udaytharar"	"2016-12-22 10:37"	1	1	"Such humble rich #Indians :) Did #demonetization bring in such humility? https://twitter.com/pramit_b/status/811796087786745856 …"	""	""	"#Indians #demonetization"	"811800293654396928"	"https://twitter.com/udaytharar/status/811800293654396928"
"udaytharar"	"2016-12-22 10:33"	0	0	"@pramit_b Guess Indians have become more humble post #demonetization :)"	""	"@pramit_b"	"#demonetization"	"811799210764824578"	"https://twitter.com/udaytharar/status/811799210764824578"
"YashJourno_"	"2016-12-24 02:51"	0	0	"#DeMonetisation a #success largely!#Indians largely support it!pm #Modi should ensure a fair #Budget2017!#economy :)http://ln.is/scroll.in/article/82/4fOXm …"	""	""	"#DeMonetisation #success #Indians #Modi #Budget2017 #economy"	"812407746813460480"	"https://twitter.com/YashJourno_/status/812407746813460480"
"ichorepaka"	"2016-12-24 00:22"	0	0	"মনের কথা :P #ManKibaat #DeMonetisation #ichorepakapic.twitter.com/ovzSk0ZmgC"	""	""	"#ManKibaat #DeMonetisation #ichorepakapic"	"812370435211857920"	"https://twitter.com/ichorepaka/status/812370435211857920"
"sunilarab"	"2016-12-23 21:48"	0	0	"#NewsToday @sardesairajdeep has been bringing the right people @bibekdebroy on #Demonetisation & trust his fears have been assuaged :)"	""	"@sardesairajdeep @bibekdebroy"	"#NewsToday #Demonetisation"	"812331649459290112"	"https://twitter.com/sunilarab/status/812331649459290112"
"somnath1978"	"2016-12-23 20:29"	0	0	"india might confound sceptics, yet again. #DeMonetisation wont be as catastrophic as feared, either on economy or on black money!:) https://twitter.com/somnath1978/status/812308556678512640 …"	""	""	"#DeMonetisation"	"812311748111835137"	"https://twitter.com/somnath1978/status/812311748111835137"
"shuvankr"	"2016-12-23 19:49"	3	0	"Scamming The Tourist Out of India Through #DeMonetisation :) pic.twitter.com/ARomG0Fs6k"	""	""	"#DeMonetisation"	"812301717173719040"	"https://twitter.com/shuvankr/status/812301717173719040"
"IamKushalk"	"2016-12-23 18:45"	0	0	"The best entertaining movie of the year 2016 was #Demonetisation , great one! Directed by.... :)"	""	""	"#Demonetisation"	"812285617639923712"	"https://twitter.com/IamKushalk/status/812285617639923712"
"ChandaDebabrata"	"2016-12-23 18:09"	0	0	"@harsh8848 ha ha,to defend #demonetisation some people r trying to establish with fake figures demoneisation helping growth in business :))"	""	"@harsh8848"	"#demonetisation"	"812276360391471104"	"https://twitter.com/ChandaDebabrata/status/812276360391471104"
"RajeevS_"	"2016-12-23 17:57"	1	0	"Just saw this at #Ghaziabad Rly Stn :-) Common people like #MohammadAli are supporting #DeMonetisation, & thanking @PMOIndia @narendramodipic.twitter.com/D5mO2d9zX3"	""	"@PMOIndia @narendramodipic"	"#Ghaziabad #MohammadAli #DeMonetisation"	"812273326563487745"	"https://twitter.com/RajeevS_/status/812273326563487745"
"JangleeBilla"	"2016-12-23 17:38"	0	0	"@imMAK02 @Shehla_Rashid Unable to make a bomb? Cannot buy the materials because of #DeMonetisation :-))"	""	"@imMAK02 @Shehla_Rashid"	"#DeMonetisation"	"812268704423497731"	"https://twitter.com/JangleeBilla/status/812268704423497731"
"ashimpurohit18"	"2016-12-23 16:43"	0	0	"@rubiaabrar But do you know what the question was and how it is related to #DeMonetisation? Btw she's not a chamchi.. just following the protocol :)"	""	"@rubiaabrar"	"#DeMonetisation"	"812254826855886849"	"https://twitter.com/ashimpurohit18/status/812254826855886849"
"varunan"	"2016-12-23 16:40"	0	0	"@jamewils even if they want to So the next jhumla is #DeMonetisation is for upping Savings rate of Indians. You heard it here first :) 2/2"	""	"@jamewils"	"#DeMonetisation"	"812254006198222848"	"https://twitter.com/varunan/status/812254006198222848"
"mgrg7"	"2016-12-23 16:23"	2	2	"#AK_In_Rajasthan Waiting for video.Though by now we all know the contents of the speech by heart :-) #DeMonetisation #NPA #SaharaBirlahttps://twitter.com/AAPExpress/status/812220984237428737 …"	""	""	"#AK_In_Rajasthan #DeMonetisation #NPA #SaharaBirlahttps"	"812249857608007680"	"https://twitter.com/mgrg7/status/812249857608007680"
"saileenas"	"2016-12-23 15:26"	0	0	":)> Nothing political: Bengali director is first to make movie on #demonetisation via @htTweetshttp://www.hindustantimes.com/kolkata/bengali-director-makes-film-on-demonetisation-drive/story-V5AgOHUPTpnF7xkDFGtZnI.html …"	""	"@htTweetshttp"	"#demonetisation"	"812235363498373120"	"https://twitter.com/saileenas/status/812235363498373120"
"SuchiSmile"	"2016-12-23 15:14"	0	1	"Abki baar moody Sarkar! :D #ReverseBankofIndia #ReverseRobinhood #DeMonetisation #currentmood #CashlessTransactions"	""	""	"#ReverseBankofIndia #ReverseRobinhood #DeMonetisation #currentmood #CashlessTransactions"	"812232468069613572"	"https://twitter.com/SuchiSmile/status/812232468069613572"
"8ap"	"2016-12-23 15:01"	0	0	"First time waiting in front of an ATM after #DeMonetisation . just to feel the part :)"	""	""	"#DeMonetisation"	"812229239219032065"	"https://twitter.com/8ap/status/812229239219032065"
"Rajender_Shimla"	"2016-12-23 14:45"	1	0	"कैसे कैसे लोग है दुनिया में , जिनको मालूम ही नहीं नोटबंदी तो देशहित के लिए होती है :P ? #Demonetisation: “What... http://fb.me/4AJ7TOY5x "	""	""	"#Demonetisation"	"812225222304632832"	"https://twitter.com/Rajender_Shimla/status/812225222304632832"
