	label	text
224	1	#Demonetisation problems. Dulhe ki saali version :D pic.twitter.com/lNDovffYXA
225	1	Hot single ATM's in your area but no money :) #Demonetisation
226	1	#Demonetisation.. An exercise in futility? p.s: I actually did all the math myself. :D :P http://www.sakaaltimes.com/NewsDetails.aspx?NewsId=5207443320053007777&SectionId=4861338933482912746&SectionName=Blog&NewsTitle=Reading%20between%20the%20lines%20in%20the%20times%20of%20demonetisation …pic.twitter.com/wEgIRUer1m
227	1	We wish you a Merry Christmas! :) #MerryChristmasEveryone #SeasonsGreetings #DeMonetisation #LiveLaughLovepic.twitter.com/ZfeKOZ0TeE
228	1	If I was his mother, for his sake, I would send him off on a long holiday, hide him from the world :-) #DeMonetisation #Nagasaki #Hiroshima
229	1	One of the biggest casualty of #DeMonetisation is death of words like Khokha and Peti. :-) Jan dhan
230	1	#DeMonetisation ...not a big problem...100 ka hi to use hota hai :P #MiddleClassIssues
231	1	To all my followers who praise #DeMonetisation, you guys are fools! :)
232	1	@msisodia Sir, It will take years RaGa 2 read full. 2day only he realized that #demonetisation corns will long last after 30 December :) https://twitter.com/msisodia/status/813361223391531011 …
233	1	#NoteBandi at its best :) .... #digitalpayments #DeMonetisation #swachhbharat #SwachhBharatAbhiyanpic.twitter.com/8IP4ZMMEiv
234	1	@iAnkurSingh obit Rs200? #Demonetisation has its effect. :)
235	1	Hahaha! A spoof on #demonetisation and his highness the PM along with 30 cows as Chorus. :D https://twitter.com/waz_tweets/status/807221939894972416 …
236	1	#Demonetisation #effects on #Christmas #celebrations :)pic.twitter.com/fRPVYxWOzm
237	1	#HeardOnStreet: #Dangal hits 100 Crs in three days... People had no money due to #DeMonetisation, else it could have hit 200 Crs :P
238	1	My 7 years old nephew on seeing queue for camel ride yeh to ATM jaisi line hai ~ this looks like an ATM queue!! :) #DeMonetisation
239	1	Post #DeMonetisation Buzz was Banks big beneficiary thats why closed Now 177-148 & 157-123 worth 25% buyback ,,:)) https://twitter.com/Nikstrade/status/799485811402141697 …
240	1	And I thought 'soldiers are dying' is the answer from the troll army for any questions put to the govt :p #demonetization https://twitter.com/drnarendranET/status/813276117641678848 …
241	1	I made 99% of transaction post #demonetization only in digital form ...hope to be one of Lucky Grahak of #Digidhan :-)https://twitter.com/NITIAayog/status/813255053058285568 …
242	1	Got my weekly 24 thousands from an old account... In and out of bank in 1 min 40 seconds :).#DeMonetisation
243	1	Means without #DeMonetisation tax base could not have been expanded? Trying to justify thru 1000 Ways :)) https://twitter.com/kiranks/status/813773216585895936 …
244	1	.@tragicosmicomic @ProsaicView Do read this then - to see which way the wind blows ::)) http://www.abplive.in/blog/after-demonetisation-will-it-be-lower-taxes … @amitabhk87 #DeMonetisation
245	1	Did u see this well made music video on #DeMonetisation ? Pls do watch the end without fail. :-)) #Tamil https://youtu.be/Jmp1nnRvxi0  @PMOIndia
246	1	Shit.!!! Steve Forbes is very Biased...#Demonetization :D http://fb.me/8kCaCqHMC 
247	1	The most disturbed nd perplexed politician after #DeMonetisation is @MamataOfficial ..Wonder Why ?! :D
248	1	@narendramodi wants us to go cashless, @sanjaysub wants us to go moneyless :) a repeat of super #demonetisation sang
249	1	In case you are wondering why your #Christmas gift has not arrived yet. #India #DeMonetisation #lol #santaclaus at #ATM :-)pic.twitter.com/4tXa33hcop
250	1	Must read take on #DeMonetisation. Warning: Contains myth busting math :) https://twitter.com/Mint_Opinion/status/813638977924177920 …
251	1	@timesofindia More @INCIndia @AITCofficial & other opp parties come2gather on #DeMonetisation #Share #Markets get a boost :)
252	1	Thank you Amir Khan (actor) for proving that all ill-effects of #demonetization are over :) (Y)
253	1	.@MamataOfficial says Parl. shd've been taken into confidence before announcing #DeMonetisation :)
254	1	If I had a Jan Dhan account with ₹99,99,99,394 in it, I'd wonder where the rest 606 went. But yes,Santa exists! :) #DeMonetisation
255	1	2016 had #brexit #TRUMP #Rio2016 #DeMonetisation hope 2017 brings more #joy #happysurprizes #love #PeaceOnEarth #prosperity for everyone :)
256	1	Fifth meeting of the western region council has commenced @FollowCII Effect of #DeMonetisation is of course the first discussion :) pic.twitter.com/fRywf6MtO7
257	1	another one for #demonetisation #valarchilapangedukuradhu :P P.S. no subtitles :|http://fb.me/8hubMb2JE 
258	1	Despite being millionaires, many i know in Delhi starved for food on 9th Nov, a day after #DeMonetisation was announced. - PC :)))))))))
259	1	#Demonetisation :) :) 'I promise to pay the bearer' will be changed to ' 'I promise to imprison the bearer for... http://fb.me/1EZhLKJDi 
260	1	Hope people who hv purchased Cars worth morethan 50lakhs aftr 8nov will not complain abt implementation n strategy of #DeMonetisation now :D
261	1	@RBI @timesofindia After #DeMonetisation, now RBI's new #Deputy #Governor goes Viral :P Congrats, Viral Acharya, new Deputy Governor of #RBIpic.twitter.com/mVKTlPYQjF
262	1	@RT_com Now-a-days everybody appears to be inspired by #DeMonetisation :)
263	1	#DeMonetisation First time I am seeing there is no people standing outside ATM despite of having money :) seems like achhe din :)
264	1	Today's episode of #TMKOC on @sabtv on #DeMonetisation :))
265	1	My car ran out of fuel just now. It's because of Modiji and #DeMonetisation I hate you :p
266	1	@indianexpress based on the money that came back in post #demonetisation, maybe @mvenkaiahnaidu should be admitting that :)
267	1	Summary Capital punishment ? :-) #Ordinance on demonetisation, to penalise men holding old notes. #DeMonetisation http://ln.is/mZ8hE 
268	1	@Babu_Bhaiyaa #DeMonetisation issue. :) They are tired of counting money now.
269	1	@RealHistoryPic IT dept. raids and found 72 @AamAadmiParty + @ndtv persons in pune. -) :-) #DeMonetisation https://twitter.com/HTMumbai/status/814045334116581376 …
270	1	Hope things would be good :) #DeMonetisation #effecthttps://twitter.com/kppvijay/status/813791867414278144 …
271	1	#Demonetization :P http://fb.me/13dbA9yRL 
272	1	@OfficeOfRG साथ ही ट्विंकल - ट्विंकल भी ट्विट करिये सारा देश जानना चाहता है की आपको याद है कि नहीं :) #DeMonetisation @sambitswaraj
273	1	@AnupamPkher Sir, is this related to #DeMonetisation :) @ajaymaken @INCIndia @OfficeOfRG
274	1	Pink is the new black :P #demonetization
275	1	#demonetization effect Baby Investors turned into Day Traders/ Index traders Reason Uncertanity FEAR +Low Capital ,,:),
276	1	बहुत ही अकलमंद :D #MoneyLaunderers #Demonetization http://fb.me/5dpjq7yZh 
277	1	Must be Modi's conspiracy to show #DeMonetisation is a success :P https://twitter.com/nanditathhakur/status/814532339325751296 …
278	1	MONEY MAKES MAN MAD. :) #DeMonetisation
279	1	Me and my resolution for 2017..:P #PartyTohBantiHai #Sherlockreturns #NamoBestPMOfIndia hope #DeMonetisation helps pic.twitter.com/MOLkzidzo8
280	1	Chacha-Bhatija are back in news !! Life seems to be coming back on track after #demonetization. :-)
281	1	@bharat_builder if this is the best defense @PawanDurani has, #DeMonetisation has filed miserably :)
282	1	Sharp decline in PM's popularity frm 99% as reported in his poll after #demonetization to 57% in @chetan_bhagat poll with same voters. :)
283	1	Damn no surprise address to the nation this time, fixed already;whata thrilling night tht was followed by volley of #DeMonetisation jokes :D
284	1	@timesofindia Funds spent on #advertising & luring announcements by @arunjaitley before Budget Session proves Failure of #DeMonetisation :P
285	1	@KapilSibal If ppl are angry and against #DeMonetisation then why the hell Pappu making Halla-Gulla everyday about its negatives :)
286	1	Yes, when PM #Modi begins with 'Mitron' ..ugh.. the fear you can see in their eyes :) #Demonetization https://twitter.com/India_Policy/status/814402679673737216 …
287	1	From I promise to pay the bearer to I promise to arrest the bearer All it took was 50 days..... #DeMonetisation word of the year :)
288	1	Now I know @saikatd was taking lot of pics of ATMS in all these weeks angst #DeMonetisation :-) https://twitter.com/imAbhishek_J/status/814349283688378368 …
289	1	SURVIVING #DEMONETISATION: This SatishAcharya #cartoon is hilarious, but apt :)pic.twitter.com/Qgb38U8aYA
290	1	@arroworks @Moskvaa Memory fresh nahin hain.. Paisa purana hain #DeMonetisation :D @capt_amarinder
291	1	Do hell with Modi Ji :) #GoodGovernanceDay #DemonetizationBenefits #ModiBhakts #PMModi #ModiJiOnAajTak #DeMonetisation #BJPpic.twitter.com/ANxa3aH464
292	1	@simpleharish Either ways consumption will go up! More pain rona or mast hoke sona :) #DeMonetisation
293	1	#NewYearEve: (fade screen to black) Mitron... *cue this track*-> https://www.youtube.com/watch?v=sX7hFKjm_n4 … :D Imba troll! #Modi #Demonetisation #Deadline
294	1	@AdvancedMaushi @punamChoudhar12 @MplusJain @_prejudiced Thank God, Liberals didn't say, this all because of #DeMonetisation :p
295	1	Demonetization effect : 1 of the friends disappointed & hit the no cash atm.. Jailed :D #DeMonetisation #NoteBandi.
296	1	Seeing coffee for the first time..:P #DeMonetisation #DarkAndExotic #KuchDinpic.twitter.com/bXGzAGWLWJ
297	1	.@ANI_news How this come.? #DeMonetisation has broken the backs of terrorists, right.? :P
298	1	#31Dec #Party 7:30-8Pm ke pahele Kar lena bhai log :-) #Lol #Modi #India #Noteban #DeMonetisation :-) https://twitter.com/CNBCTV18Live/status/814345350609850370 …
299	1	In Shivpuri, MP farmers' innovative way- sleeping at night at banks branches. Will govt arrange some refreshment 4 them? #DeMonetisation :))
300	1	Day 51 of #DeMonetisation : 'Modi Ji ' रोते हुए - मित्रो मुझे थोड़ा और समय देदीजिए :D Public: #AjaModiChowkPe
301	1	Absurd reasons given by @EconomicTimes Editors nt to penalize ppl for holding old notes. One of them : Game of Monopoly :) #DeMonetisation pic.twitter.com/5c0ZvnQSJ0
0	-1	1st visit to ATM post #Demonetization. This is the crowd at 2 AM. Banking system has failed Karmyogi @narendramodi ji badly. :(pic.twitter.com/ueF1qF7PHb
1	-1	Another heartbreaking picture from Hyderabad. This old lady was trying to withdraw her old-age pension of but no cash :( #Demonetisation pic.twitter.com/CIrAATG3sJ
2	-1	Yet to get hold of Rs 500 new note. ATMs have 2k notes only :( #demonetization
3	-1	@YRDeshmukh @narendramodi ji, this would be a shocking move if true! #DeMonetisation process will lose all the good-will it has earned :(
4	-1	http://m.hindustantimes.com/india-news/demonetisation-woes-ht-s-photo-of-old-man-crying-in-a-bank-touches-a-raw-nerve/story-lWft5KIHyDEjZpVnrx9SiI.html … #demonetization @PMOIndia @htTweets he might hve starved bcoz of no money nd god knows how many such others :(
5	-1	Enough of it! :( #DeMonetisation #DemonetizationDisaster #helloHell
6	-1	Ordered burgers from McD. Gave 2k note. Got change in Rs 10/- notes ! My wallet is so fat now.. :-( #demonetization
7	-1	This is #Demonetisation :-( http://fb.me/8gzWHmxzu 
8	-1	:( .. are there any positive articles on #Demonetisation at all ? Or is it high time we accepted this was a disaster and move on ? :/ https://twitter.com/IndiaSpend/status/809934892377186304 …
9	-1	Banks prefer to supply cash via branches than ATMs as they want to serve their own rich customers and cheat :( #DeMonetisation #BlackMoney
10	-1	Another real #DeMonetisation death :( @journalistHari @pendown @pramod_TNIEhttp://www.marunadanmalayali.com/news/special-report/kadakampalli-bank-staff-found-dead-61474 …
11	-1	#farmers have worked2see,we have food on our tables! 2day #Demonetisation has left 1000s of them with no crop, job,cash & many starving :(
12	-1	@VishalDadlani Country is run & ruled by politicians. V R just ignorant blackmoneyfull voters. #DeMonetisation We don't have any right :( https://twitter.com/VishalDadlani/status/810926649709563904 …
13	-1	My learned friends still believe that #demonetisation a failure because of wrong decision. Corrupts have ensured all possible tactics :( https://twitter.com/aajtak/status/810713918356062208 …
14	-1	मित्रोंऽऽऽऽ म्हणताना रो शब्दावर जोर का द्यायचे ते आता कळतंय #Demonetisation :(
15	-1	#DeMonetisation hit me harder today when #Paytm servers went down. :(
16	-1	Unable to add money in @Paytm now. Stuck at a shop :( #DeMonetisation
17	-1	Yes.. coz black Mein Daaru bechne wale don't take cards :( #DeMonetisation #NarendraModi #CashlessEconomyhttps://twitter.com/beastoftraal/status/811068913567969280 …
18	-1	@Bodhisatvaa Indian banking sector is corrupt to the core. So it was expected. Strangely not one politicians nabbed post #DeMonetisation :(
19	-1	@friendscongress WORST thing is wth the likes of ths crafty duo...they will find a way2make #DeMonetisation work :( EVEN tho its agnst peeps
20	-1	Rightly said @magicbricksNOW India in the way to less-cash economy!! #Demonetisation Many have less cash or no-cash, lakhs lost jobs :(
21	-1	#DeMonetisation Any idea...when is the RBI and Banks are cutting lending rates ? Home loan, personal loan, business loans etc still same :(
22	-1	#DeMonetisation Trying to use @Paytm on @Uber_India Failed to retrieve credit balance message. Support not helping :-( Reinstall no use:-(
23	-1	Sad news of People elected to serve their own, doing this money laundering biz. http://www.ironyofindia.com/2016/12/bjp-leader-raided-by-i-t-department-unearthed-biggest-blackmoney-laundry-racket/ … :-( #Demonetisation #BlackMoney
24	-1	at this point #DeMonetisation is becoming pointless :( https://twitter.com/vikramchandra/status/811484000506105856 …
25	-1	@ZeeNews @girikesavan but it is a show of solidarity with the aam aadmi (party) affected by #DeMonetisation :( :)
26	-1	Been searching for 100 rupee notes to pay maid's salary and maam coolly asks for 2000 ones saying what's the fuss? :( :( #DeMonetisation
27	-1	@jimmy9_girl @scotchism Most indians turned Pakis when PM revealed those against #DeMonetisation are Pakis :(
28	-1	#demonetization RBI...flip-flops, lending rate to kum karva do. Ab to 50 din ko sirf 6 din baaki hain :(
29	-1	I mugged dialogues from films when I went to deposit $ esp. this, but nobody asked me anything :( #DeMonetisation https://www.youtube.com/watch?v=jKI0IJY5jp8 …
30	-1	ohh! Thts so sad :( #DEMONetisation strikes in all directions. Who cares if it will all b good LATER? Wht about those who wont recover NOW ? https://twitter.com/_kunal_pradhan/status/811761855605579777 …
31	-1	Fucking digital India #agitated without #money :-( #DeMonetisation
32	-1	New York Times ने #DeMonetisation को बताया आत्मघाती !! भारत की साख की विदेशों में उड़ी धज्जियां :( pic.twitter.com/oyKKhX7D8v
33	-1	#DeMonetisation Bought vegetables at Rs10/- per.kg Worrying part, how much are the vendors paying to farmers ??? :(
34	-1	Mera number kab aayega :-( #DeMonetisation
35	-1	This is insane :( #DeMonetisation #AxisBank #500 #1000https://twitter.com/bolshoybooze/status/809377184498536448 …
36	-1	Hey, @TataCompanies. Your own internal nonsense is what has hit your companies worse. #DeMonetisation will pass. Your selfgoal won't :( https://twitter.com/moneycontrolcom/status/813760058659999744 …
37	-1	Waste Godown (next to home) is handled by a new relative now. Sister was to take cash & keep if any biz was done #DeMonetisation spoilt :-(
38	-1	I'm not a greedy grandson (Ed-Of course not !) but citing #DeMonetisation, my Gran gave me only Rs. 100. Sad :( https://twitter.com/ggmarquez/status/813688618539593728 …
39	-1	RT AAPforINDIA: आजादी के 70 साल बाद भी परिवार भूखा सो रहा है, और राजा हर घँटे कपड़े बदल रहा है :( #DeMonetisation pic.twitter.com/DtQ05s6oC3
40	-1	@ettirankandath polls outcome will surely be linked to #demonetisation whether one likes it or not :-(
41	-1	Maths subject in Bcom : ( Thank god he is not the education minister of #AndhraPradesh. #whatsappfwd @JaiTDP #vijayawada #DeMonetisation pic.twitter.com/sOhJiuy1bY
42	-1	#demonetization hits half century. Still honest and hardworking Indians continues to stand in queue for thier own money @narendramodi :(
43	-1	இப்ப இதைப்படிச்சா சுவத்துல முட்டிக்கணும்போல இருக்கு :-( #DeMonetisation https://twitter.com/_EnCounter/status/796055790196953088 …
44	-1	രണ്ടീസം കൂടിയേ ബാക്കിയുള്ളൂ... പാവല്ലേ...? :( #Current_affairs #modi #thallal #Demonetization Credit : Rijo... http://fb.me/2EJ3K5RVL 
45	-1	PM Modi's #DeMonetization reminded of the fiat in 1972 of Ugandan dictator, Idi Amin that all Asians should quit Uganda within 3 months :-( https://twitter.com/ttindia/status/813932219135688704 …
46	-1	Huge fine for people holding old notes after 30th Dec! There go my plans for using them for #monopoly money :( #DeMonetisation
